sentence,word,label
"Main ne sab ko message kar diya, now we just have to wait.",ko,URD
"Main ne sab ko message kar diya, now we just have to wait.",message,ENG
"Main ne sab ko message kar diya, now we just have to wait.",kar,URD
"Main ne sab ko message kar diya, now we just have to wait.",diya,ENG
"Main ne sab ko message kar diya, now we just have to wait.",now,ENG
"Main ne sab ko message kar diya, now we just have to wait.",we,ENG
"Main ne sab ko message kar diya, now we just have to wait.",just,ENG
"Main ne sab ko message kar diya, now we just have to wait.",have,ENG
"Main ne sab ko message kar diya, now we just have to wait.",to,ENG
"Main ne sab ko message kar diya, now we just have to wait.",wait,ENG
"Ye result unexpected tha, but I am happy with it.",Ye,URD
"Ye result unexpected tha, but I am happy with it.",result,ENG
"Ye result unexpected tha, but I am happy with it.",unexpected,ENG
"Ye result unexpected tha, but I am happy with it.",tha,URD
"Ye result unexpected tha, but I am happy with it.",but,ENG
"Ye result unexpected tha, but I am happy with it.",I,ENG
"Ye result unexpected tha, but I am happy with it.",am,ENG
"Ye result unexpected tha, but I am happy with it.",happy,ENG
"Ye result unexpected tha, but I am happy with it.",with,ENG
"Ye result unexpected tha, but I am happy with it.",it,ENG
"Mujhe apni routine change karni hai, I need more productive days.",Mujhe,URD
"Mujhe apni routine change karni hai, I need more productive days.",apni,URD
"Mujhe apni routine change karni hai, I need more productive days.",routine,ENG
"Mujhe apni routine change karni hai, I need more productive days.",change,ENG
"Mujhe apni routine change karni hai, I need more productive days.",karni,URD
"Mujhe apni routine change karni hai, I need more productive days.",hai,URD
"Mujhe apni routine change karni hai, I need more productive days.",I,ENG
"Mujhe apni routine change karni hai, I need more productive days.",need,ENG
"Mujhe apni routine change karni hai, I need more productive days.",more,ENG
"Mujhe apni routine change karni hai, I need more productive days.",productive,ENG
"Mujhe apni routine change karni hai, I need more productive days.",days,ENG
Please mujhe batao if you need any help.,Please,ENG
Please mujhe batao if you need any help.,mujhe,URD
Please mujhe batao if you need any help.,batao,URD
Please mujhe batao if you need any help.,if,ENG
Please mujhe batao if you need any help.,you,ENG
Please mujhe batao if you need any help.,need,ENG
Please mujhe batao if you need any help.,any,ENG
Please mujhe batao if you need any help.,help,ENG
"Aaj ka workload manageable tha, so I finished early.",Aaj,URD
"Aaj ka workload manageable tha, so I finished early.",ka,URD
"Aaj ka workload manageable tha, so I finished early.",workload,URD
"Aaj ka workload manageable tha, so I finished early.",manageable,ENG
"Aaj ka workload manageable tha, so I finished early.",tha,URD
"Aaj ka workload manageable tha, so I finished early.",so,ENG
"Aaj ka workload manageable tha, so I finished early.",I,ENG
"Aaj ka workload manageable tha, so I finished early.",finished,ENG
"Aaj ka workload manageable tha, so I finished early.",early,ENG
Bhai this phone camera is really impressive.,Bhai,URD
Bhai this phone camera is really impressive.,this,ENG
Bhai this phone camera is really impressive.,phone,ENG
Bhai this phone camera is really impressive.,camera,ENG
Bhai this phone camera is really impressive.,is,URD
Bhai this phone camera is really impressive.,really,ENG
Bhai this phone camera is really impressive.,impressive,ENG
"Main kal se proper study start karungi, no more excuses.",Main,URD
"Main kal se proper study start karungi, no more excuses.",kal,URD
"Main kal se proper study start karungi, no more excuses.",se,URD
"Main kal se proper study start karungi, no more excuses.",proper,ENG
"Main kal se proper study start karungi, no more excuses.",study,ENG
"Main kal se proper study start karungi, no more excuses.",start,ENG
"Main kal se proper study start karungi, no more excuses.",karungi,ENG
"Main kal se proper study start karungi, no more excuses.",no,ENG
"Main kal se proper study start karungi, no more excuses.",more,ENG
"Main kal se proper study start karungi, no more excuses.",excuses,ENG
Yaar ye first episode se hi interesting lag raha hai.,Yaar,URD
Yaar ye first episode se hi interesting lag raha hai.,ye,URD
Yaar ye first episode se hi interesting lag raha hai.,first,ENG
Yaar ye first episode se hi interesting lag raha hai.,episode,ENG
Yaar ye first episode se hi interesting lag raha hai.,se,URD
Yaar ye first episode se hi interesting lag raha hai.,hi,ENG
Yaar ye first episode se hi interesting lag raha hai.,interesting,ENG
Yaar ye first episode se hi interesting lag raha hai.,lag,ENG
Yaar ye first episode se hi interesting lag raha hai.,raha,URD
Yaar ye first episode se hi interesting lag raha hai.,hai,URD
"Mujhe abhi thori rest chahiye, then we can continue.",Mujhe,URD
"Mujhe abhi thori rest chahiye, then we can continue.",abhi,URD
"Mujhe abhi thori rest chahiye, then we can continue.",thori,URD
"Mujhe abhi thori rest chahiye, then we can continue.",rest,URD
"Mujhe abhi thori rest chahiye, then we can continue.",chahiye,URD
"Mujhe abhi thori rest chahiye, then we can continue.",then,ENG
"Mujhe abhi thori rest chahiye, then we can continue.",we,ENG
"Mujhe abhi thori rest chahiye, then we can continue.",can,ENG
"Mujhe abhi thori rest chahiye, then we can continue.",continue,ENG
"Main ne meeting attend kar li, everything was discussed.",Main,URD
"Main ne meeting attend kar li, everything was discussed.",ne,URD
"Main ne meeting attend kar li, everything was discussed.",meeting,ENG
"Main ne meeting attend kar li, everything was discussed.",attend,ENG
"Main ne meeting attend kar li, everything was discussed.",kar,URD
"Main ne meeting attend kar li, everything was discussed.",li,URD
"Main ne meeting attend kar li, everything was discussed.",everything,ENG
"Main ne meeting attend kar li, everything was discussed.",was,ENG
"Main ne meeting attend kar li, everything was discussed.",discussed,ENG
"Ye project ka idea simple hai, but implementation interesting hogi.",Ye,URD
"Ye project ka idea simple hai, but implementation interesting hogi.",project,ENG
"Ye project ka idea simple hai, but implementation interesting hogi.",ka,URD
"Ye project ka idea simple hai, but implementation interesting hogi.",idea,ENG
"Ye project ka idea simple hai, but implementation interesting hogi.",simple,ENG
"Ye project ka idea simple hai, but implementation interesting hogi.",hai,URD
"Ye project ka idea simple hai, but implementation interesting hogi.",but,ENG
"Ye project ka idea simple hai, but implementation interesting hogi.",implementation,ENG
"Ye project ka idea simple hai, but implementation interesting hogi.",interesting,ENG
"Ye project ka idea simple hai, but implementation interesting hogi.",hogi,ENG
Bhai mujhe ye answer confirm karna hai before submitting.,Bhai,URD
Bhai mujhe ye answer confirm karna hai before submitting.,mujhe,URD
Bhai mujhe ye answer confirm karna hai before submitting.,ye,URD
Bhai mujhe ye answer confirm karna hai before submitting.,answer,ENG
Bhai mujhe ye answer confirm karna hai before submitting.,confirm,ENG
Bhai mujhe ye answer confirm karna hai before submitting.,karna,URD
Bhai mujhe ye answer confirm karna hai before submitting.,hai,URD
Bhai mujhe ye answer confirm karna hai before submitting.,before,ENG
Bhai mujhe ye answer confirm karna hai before submitting.,submitting,ENG
"Yaar your explanation was really helpful, thank you.",Yaar,URD
"Yaar your explanation was really helpful, thank you.",your,ENG
"Yaar your explanation was really helpful, thank you.",explanation,ENG
"Yaar your explanation was really helpful, thank you.",was,ENG
"Yaar your explanation was really helpful, thank you.",really,ENG
"Yaar your explanation was really helpful, thank you.",helpful,ENG
"Yaar your explanation was really helpful, thank you.",thank,ENG
"Yaar your explanation was really helpful, thank you.",you,ENG
"Main ghar pohanch gayi hoon, you can call now.",Main,URD
"Main ghar pohanch gayi hoon, you can call now.",ghar,URD
"Main ghar pohanch gayi hoon, you can call now.",pohanch,URD
"Main ghar pohanch gayi hoon, you can call now.",gayi,URD
"Main ghar pohanch gayi hoon, you can call now.",hoon,URD
"Main ghar pohanch gayi hoon, you can call now.",you,ENG
"Main ghar pohanch gayi hoon, you can call now.",can,ENG
"Main ghar pohanch gayi hoon, you can call now.",call,ENG
"Main ghar pohanch gayi hoon, you can call now.",now,ENG
"Aaj ka din long tha, but finally it's over.",Aaj,URD
"Aaj ka din long tha, but finally it's over.",ka,URD
"Aaj ka din long tha, but finally it's over.",din,URD
"Aaj ka din long tha, but finally it's over.",long,ENG
"Aaj ka din long tha, but finally it's over.",tha,URD
"Aaj ka din long tha, but finally it's over.",but,ENG
"Aaj ka din long tha, but finally it's over.",finally,ENG
"Aaj ka din long tha, but finally it's over.",it's,ENG
"Aaj ka din long tha, but finally it's over.",over,ENG
Mujhe lagta hai ye app students ke liye useful hogi.,Mujhe,URD
Mujhe lagta hai ye app students ke liye useful hogi.,lagta,URD
Mujhe lagta hai ye app students ke liye useful hogi.,hai,URD
Mujhe lagta hai ye app students ke liye useful hogi.,ye,URD
Mujhe lagta hai ye app students ke liye useful hogi.,app,ENG
Mujhe lagta hai ye app students ke liye useful hogi.,students,ENG
Mujhe lagta hai ye app students ke liye useful hogi.,ke,URD
Mujhe lagta hai ye app students ke liye useful hogi.,liye,URD
Mujhe lagta hai ye app students ke liye useful hogi.,useful,ENG
Mujhe lagta hai ye app students ke liye useful hogi.,hogi,ENG
"Please mujhe final version send kar do, I need to review it.",Please,ENG
"Please mujhe final version send kar do, I need to review it.",mujhe,URD
"Please mujhe final version send kar do, I need to review it.",final,ENG
"Please mujhe final version send kar do, I need to review it.",version,ENG
"Please mujhe final version send kar do, I need to review it.",send,ENG
"Please mujhe final version send kar do, I need to review it.",kar,URD
"Please mujhe final version send kar do, I need to review it.",do,URD
"Please mujhe final version send kar do, I need to review it.",I,ENG
"Please mujhe final version send kar do, I need to review it.",need,ENG
"Please mujhe final version send kar do, I need to review it.",to,ENG
"Please mujhe final version send kar do, I need to review it.",review,ENG
"Please mujhe final version send kar do, I need to review it.",it,ENG
"Bhai kal milte hain, we can discuss everything in person.",Bhai,URD
"Bhai kal milte hain, we can discuss everything in person.",kal,URD
"Bhai kal milte hain, we can discuss everything in person.",milte,URD
"Bhai kal milte hain, we can discuss everything in person.",hain,URD
"Bhai kal milte hain, we can discuss everything in person.",we,ENG
"Bhai kal milte hain, we can discuss everything in person.",can,ENG
"Bhai kal milte hain, we can discuss everything in person.",discuss,ENG
"Bhai kal milte hain, we can discuss everything in person.",everything,ENG
"Bhai kal milte hain, we can discuss everything in person.",in,ENG
"Bhai kal milte hain, we can discuss everything in person.",person,ENG
"Yaar I am really happy with the result, finally!",Yaar,URD
"Yaar I am really happy with the result, finally!",I,ENG
"Yaar I am really happy with the result, finally!",am,ENG
"Yaar I am really happy with the result, finally!",really,ENG
"Yaar I am really happy with the result, finally!",happy,ENG
"Yaar I am really happy with the result, finally!",with,ENG
"Yaar I am really happy with the result, finally!",the,ENG
"Yaar I am really happy with the result, finally!",result,ENG
"Yaar I am really happy with the result, finally!",finally,ENG
"Main abhi assignment kar rahi hoon, will talk later.",Main,URD
"Main abhi assignment kar rahi hoon, will talk later.",abhi,URD
"Main abhi assignment kar rahi hoon, will talk later.",assignment,URD
"Main abhi assignment kar rahi hoon, will talk later.",kar,URD
"Main abhi assignment kar rahi hoon, will talk later.",rahi,URD
"Main abhi assignment kar rahi hoon, will talk later.",hoon,URD
"Main abhi assignment kar rahi hoon, will talk later.",will,ENG
"Main abhi assignment kar rahi hoon, will talk later.",talk,ENG
"Main abhi assignment kar rahi hoon, will talk later.",later,ENG
"Ye video bohot informative tha, I learned something new.",Ye,URD
"Ye video bohot informative tha, I learned something new.",video,ENG
"Ye video bohot informative tha, I learned something new.",bohot,URD
"Ye video bohot informative tha, I learned something new.",informative,ENG
"Ye video bohot informative tha, I learned something new.",tha,URD
"Ye video bohot informative tha, I learned something new.",I,ENG
"Ye video bohot informative tha, I learned something new.",learned,ENG
"Ye video bohot informative tha, I learned something new.",something,ENG
"Ye video bohot informative tha, I learned something new.",new,ENG
"Mujhe tumhari advice chahiye, what should I do?",Mujhe,URD
"Mujhe tumhari advice chahiye, what should I do?",tumhari,URD
"Mujhe tumhari advice chahiye, what should I do?",advice,ENG
"Mujhe tumhari advice chahiye, what should I do?",chahiye,URD
"Mujhe tumhari advice chahiye, what should I do?",what,ENG
"Mujhe tumhari advice chahiye, what should I do?",should,ENG
"Mujhe tumhari advice chahiye, what should I do?",I,ENG
"Mujhe tumhari advice chahiye, what should I do?",do,URD
"Aaj ka plan cancel nahi karna, everyone is excited.",Aaj,URD
"Aaj ka plan cancel nahi karna, everyone is excited.",ka,URD
"Aaj ka plan cancel nahi karna, everyone is excited.",plan,ENG
"Aaj ka plan cancel nahi karna, everyone is excited.",cancel,ENG
"Aaj ka plan cancel nahi karna, everyone is excited.",nahi,URD
"Aaj ka plan cancel nahi karna, everyone is excited.",karna,URD
"Aaj ka plan cancel nahi karna, everyone is excited.",everyone,ENG
"Aaj ka plan cancel nahi karna, everyone is excited.",is,URD
"Aaj ka plan cancel nahi karna, everyone is excited.",excited,ENG
Bhai this is actually a very good idea.,Bhai,URD
Bhai this is actually a very good idea.,this,ENG
Bhai this is actually a very good idea.,is,URD
Bhai this is actually a very good idea.,actually,ENG
Bhai this is actually a very good idea.,a,ENG
Bhai this is actually a very good idea.,very,ENG
Bhai this is actually a very good idea.,good,ENG
Bhai this is actually a very good idea.,idea,ENG
"Main ne apna laptop charge par laga diya, now it's ready.",Main,URD
"Main ne apna laptop charge par laga diya, now it's ready.",ne,URD
"Main ne apna laptop charge par laga diya, now it's ready.",apna,URD
"Main ne apna laptop charge par laga diya, now it's ready.",laptop,ENG
"Main ne apna laptop charge par laga diya, now it's ready.",charge,ENG
"Main ne apna laptop charge par laga diya, now it's ready.",par,URD
"Main ne apna laptop charge par laga diya, now it's ready.",laga,ENG
"Main ne apna laptop charge par laga diya, now it's ready.",diya,ENG
"Main ne apna laptop charge par laga diya, now it's ready.",now,ENG
"Main ne apna laptop charge par laga diya, now it's ready.",it's,ENG
"Main ne apna laptop charge par laga diya, now it's ready.",ready,ENG
"Yaar mujhe ye place bohot pasand aya, we should visit again.",Yaar,URD
"Yaar mujhe ye place bohot pasand aya, we should visit again.",mujhe,URD
"Yaar mujhe ye place bohot pasand aya, we should visit again.",ye,URD
"Yaar mujhe ye place bohot pasand aya, we should visit again.",place,ENG
"Yaar mujhe ye place bohot pasand aya, we should visit again.",bohot,URD
"Yaar mujhe ye place bohot pasand aya, we should visit again.",pasand,URD
"Yaar mujhe ye place bohot pasand aya, we should visit again.",aya,URD
"Yaar mujhe ye place bohot pasand aya, we should visit again.",we,ENG
"Yaar mujhe ye place bohot pasand aya, we should visit again.",should,ENG
"Yaar mujhe ye place bohot pasand aya, we should visit again.",visit,ENG
"Yaar mujhe ye place bohot pasand aya, we should visit again.",again,ENG
"Kal se new semester start hai, I am excited.",Kal,URD
"Kal se new semester start hai, I am excited.",se,URD
"Kal se new semester start hai, I am excited.",new,ENG
"Kal se new semester start hai, I am excited.",semester,ENG
"Kal se new semester start hai, I am excited.",start,ENG
"Kal se new semester start hai, I am excited.",hai,URD
"Kal se new semester start hai, I am excited.",I,ENG
"Kal se new semester start hai, I am excited.",am,ENG
"Kal se new semester start hai, I am excited.",excited,ENG
Please mujhe document ka updated version bhej dena.,Please,ENG
Please mujhe document ka updated version bhej dena.,mujhe,URD
Please mujhe document ka updated version bhej dena.,document,ENG
Please mujhe document ka updated version bhej dena.,ka,URD
Please mujhe document ka updated version bhej dena.,updated,ENG
Please mujhe document ka updated version bhej dena.,version,ENG
Please mujhe document ka updated version bhej dena.,bhej,ENG
Please mujhe document ka updated version bhej dena.,dena,URD
"Ye task thora difficult hai, but I can handle it.",Ye,URD
"Ye task thora difficult hai, but I can handle it.",task,ENG
"Ye task thora difficult hai, but I can handle it.",thora,URD
"Ye task thora difficult hai, but I can handle it.",difficult,ENG
"Ye task thora difficult hai, but I can handle it.",hai,URD
"Ye task thora difficult hai, but I can handle it.",but,ENG
"Ye task thora difficult hai, but I can handle it.",I,ENG
"Ye task thora difficult hai, but I can handle it.",can,ENG
"Ye task thora difficult hai, but I can handle it.",handle,ENG
"Ye task thora difficult hai, but I can handle it.",it,ENG
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",Bhai,URD
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",I,ENG
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",understand,ENG
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",your,ENG
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",point,ENG
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",lekin,URD
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",mujhe,URD
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",ye,URD
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",option,ENG
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",better,ENG
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",lagta,URD
"Bhai I understand your point, lekin mujhe ye option better lagta hai.",hai,URD
Yaar honestly mujhe bhi ye idea bohot acha laga.,Yaar,URD
Yaar honestly mujhe bhi ye idea bohot acha laga.,honestly,ENG
Yaar honestly mujhe bhi ye idea bohot acha laga.,mujhe,URD
Yaar honestly mujhe bhi ye idea bohot acha laga.,bhi,URD
Yaar honestly mujhe bhi ye idea bohot acha laga.,ye,URD
Yaar honestly mujhe bhi ye idea bohot acha laga.,idea,ENG
Yaar honestly mujhe bhi ye idea bohot acha laga.,bohot,URD
Yaar honestly mujhe bhi ye idea bohot acha laga.,acha,URD
Yaar honestly mujhe bhi ye idea bohot acha laga.,laga,ENG
"Main ne notes organize kar liye, now studying will be easier.",Main,URD
"Main ne notes organize kar liye, now studying will be easier.",ne,URD
"Main ne notes organize kar liye, now studying will be easier.",notes,ENG
"Main ne notes organize kar liye, now studying will be easier.",organize,ENG
"Main ne notes organize kar liye, now studying will be easier.",kar,URD
"Main ne notes organize kar liye, now studying will be easier.",liye,URD
"Main ne notes organize kar liye, now studying will be easier.",now,ENG
"Main ne notes organize kar liye, now studying will be easier.",studying,ENG
"Main ne notes organize kar liye, now studying will be easier.",will,ENG
"Main ne notes organize kar liye, now studying will be easier.",be,ENG
"Main ne notes organize kar liye, now studying will be easier.",easier,ENG
"Aaj ka meeting schedule change ho gaya, check your email.",Aaj,URD
"Aaj ka meeting schedule change ho gaya, check your email.",ka,URD
"Aaj ka meeting schedule change ho gaya, check your email.",meeting,ENG
"Aaj ka meeting schedule change ho gaya, check your email.",schedule,ENG
"Aaj ka meeting schedule change ho gaya, check your email.",change,ENG
"Aaj ka meeting schedule change ho gaya, check your email.",ho,URD
"Aaj ka meeting schedule change ho gaya, check your email.",gaya,URD
"Aaj ka meeting schedule change ho gaya, check your email.",check,ENG
"Aaj ka meeting schedule change ho gaya, check your email.",your,ENG
"Aaj ka meeting schedule change ho gaya, check your email.",email,ENG
Mujhe lagta hai we should start early tomorrow.,Mujhe,URD
Mujhe lagta hai we should start early tomorrow.,lagta,URD
Mujhe lagta hai we should start early tomorrow.,hai,URD
Mujhe lagta hai we should start early tomorrow.,we,ENG
Mujhe lagta hai we should start early tomorrow.,should,ENG
Mujhe lagta hai we should start early tomorrow.,start,ENG
Mujhe lagta hai we should start early tomorrow.,early,ENG
Mujhe lagta hai we should start early tomorrow.,tomorrow,ENG
Please mujhe bata dena when you finish the task.,Please,ENG
Please mujhe bata dena when you finish the task.,mujhe,URD
Please mujhe bata dena when you finish the task.,bata,URD
Please mujhe bata dena when you finish the task.,dena,URD
Please mujhe bata dena when you finish the task.,when,ENG
Please mujhe bata dena when you finish the task.,you,ENG
Please mujhe bata dena when you finish the task.,finish,ENG
Please mujhe bata dena when you finish the task.,the,ENG
Please mujhe bata dena when you finish the task.,task,ENG
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",Ye,URD
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",vlog,ENG
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",pichle,ENG
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",vlog,ENG
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",se,URD
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",zyada,URD
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",entertaining,ENG
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",tha,URD
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",keep,ENG
"Ye vlog pichle vlog se zyada entertaining tha, keep going!",going,ENG
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",Bhai,URD
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",mujhe,URD
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",ye,URD
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",chapter,ENG
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",revise,ENG
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",karna,URD
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",hai,URD
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",then,ENG
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",I,ENG
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",will,ENG
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",be,ENG
"Bhai mujhe ye chapter revise karna hai, then I will be ready.",ready,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",Yaar,URD
"Yaar I can't believe it, finally hamara project complete ho gaya.",I,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",can't,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",believe,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",it,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",finally,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",hamara,URD
"Yaar I can't believe it, finally hamara project complete ho gaya.",project,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",complete,ENG
"Yaar I can't believe it, finally hamara project complete ho gaya.",ho,URD
"Yaar I can't believe it, finally hamara project complete ho gaya.",gaya,URD
"Main ne sab requirements check kar li hain, everything looks good.",Main,URD
"Main ne sab requirements check kar li hain, everything looks good.",ne,URD
"Main ne sab requirements check kar li hain, everything looks good.",sab,ENG
"Main ne sab requirements check kar li hain, everything looks good.",requirements,ENG
"Main ne sab requirements check kar li hain, everything looks good.",check,ENG
"Main ne sab requirements check kar li hain, everything looks good.",kar,URD
"Main ne sab requirements check kar li hain, everything looks good.",li,URD
"Main ne sab requirements check kar li hain, everything looks good.",hain,URD
"Main ne sab requirements check kar li hain, everything looks good.",everything,ENG
"Main ne sab requirements check kar li hain, everything looks good.",looks,ENG
"Main ne sab requirements check kar li hain, everything looks good.",good,ENG
"Aaj ka presentation short tha, but it was very informative.",Aaj,URD
"Aaj ka presentation short tha, but it was very informative.",ka,URD
"Aaj ka presentation short tha, but it was very informative.",presentation,ENG
"Aaj ka presentation short tha, but it was very informative.",short,ENG
"Aaj ka presentation short tha, but it was very informative.",tha,URD
"Aaj ka presentation short tha, but it was very informative.",but,ENG
"Aaj ka presentation short tha, but it was very informative.",it,ENG
"Aaj ka presentation short tha, but it was very informative.",was,ENG
"Aaj ka presentation short tha, but it was very informative.",very,ENG
"Aaj ka presentation short tha, but it was very informative.",informative,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",Mujhe,URD
"Mujhe ab confidence aa raha hai, I think we can do this.",ab,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",confidence,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",aa,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",raha,URD
"Mujhe ab confidence aa raha hai, I think we can do this.",hai,URD
"Mujhe ab confidence aa raha hai, I think we can do this.",I,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",think,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",we,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",can,ENG
"Mujhe ab confidence aa raha hai, I think we can do this.",do,URD
"Mujhe ab confidence aa raha hai, I think we can do this.",this,ENG
"Please mujhe ek minute do, I am almost done.",Please,ENG
"Please mujhe ek minute do, I am almost done.",mujhe,URD
"Please mujhe ek minute do, I am almost done.",ek,ENG
"Please mujhe ek minute do, I am almost done.",minute,ENG
"Please mujhe ek minute do, I am almost done.",do,URD
"Please mujhe ek minute do, I am almost done.",I,ENG
"Please mujhe ek minute do, I am almost done.",am,ENG
"Please mujhe ek minute do, I am almost done.",almost,ENG
"Please mujhe ek minute do, I am almost done.",done,ENG
"Bhai kal ka test easy tha, but some questions were tricky.",Bhai,URD
"Bhai kal ka test easy tha, but some questions were tricky.",kal,URD
"Bhai kal ka test easy tha, but some questions were tricky.",ka,URD
"Bhai kal ka test easy tha, but some questions were tricky.",test,ENG
"Bhai kal ka test easy tha, but some questions were tricky.",easy,ENG
"Bhai kal ka test easy tha, but some questions were tricky.",tha,URD
"Bhai kal ka test easy tha, but some questions were tricky.",but,ENG
"Bhai kal ka test easy tha, but some questions were tricky.",some,ENG
"Bhai kal ka test easy tha, but some questions were tricky.",questions,ENG
"Bhai kal ka test easy tha, but some questions were tricky.",were,ENG
"Bhai kal ka test easy tha, but some questions were tricky.",tricky,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",Yaar,URD
"Yaar this song is stuck in my head, bohot catchy hai.",this,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",song,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",is,URD
"Yaar this song is stuck in my head, bohot catchy hai.",stuck,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",in,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",my,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",head,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",bohot,URD
"Yaar this song is stuck in my head, bohot catchy hai.",catchy,ENG
"Yaar this song is stuck in my head, bohot catchy hai.",hai,URD
"Main ne screenshots collect kar liye, now we can label them.",Main,URD
"Main ne screenshots collect kar liye, now we can label them.",ne,URD
"Main ne screenshots collect kar liye, now we can label them.",screenshots,ENG
"Main ne screenshots collect kar liye, now we can label them.",collect,ENG
"Main ne screenshots collect kar liye, now we can label them.",kar,URD
"Main ne screenshots collect kar liye, now we can label them.",liye,URD
"Main ne screenshots collect kar liye, now we can label them.",now,ENG
"Main ne screenshots collect kar liye, now we can label them.",we,ENG
"Main ne screenshots collect kar liye, now we can label them.",can,ENG
"Main ne screenshots collect kar liye, now we can label them.",label,ENG
"Main ne screenshots collect kar liye, now we can label them.",them,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",Ye,URD
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",sentence,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",mixed,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",hai,URD
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",because,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",Urdu,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",aur,URD
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",English,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",dono,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",use,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",huay,ENG
"Ye sentence mixed hai, because Urdu aur English dono use huay hain.",hain,URD
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",Mujhe,URD
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",dataset,ENG
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",clean,ENG
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",rakhna,ENG
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",hai,URD
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",so,ENG
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",we,ENG
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",should,ENG
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",remove,ENG
"Mujhe dataset clean rakhna hai, so we should remove duplicates.",duplicates,ENG
"Bhai labels check kar lena, I don't want any mistakes.",Bhai,URD
"Bhai labels check kar lena, I don't want any mistakes.",labels,ENG
"Bhai labels check kar lena, I don't want any mistakes.",check,ENG
"Bhai labels check kar lena, I don't want any mistakes.",kar,URD
"Bhai labels check kar lena, I don't want any mistakes.",lena,ENG
"Bhai labels check kar lena, I don't want any mistakes.",I,ENG
